Scenario,Guidelines Required,Question,Misinformation or Myths,Misinformation counteraction/ clarity,Midwifery / Medical solution ( advice)
27 year old woman 37 week pregnant present pruritic rash fever tell chicken pox disease child suffer midwife suspect varicella chickenpox infection consider antiviral therapy management potential complication,Goal-oriented ANC,"Based on her symptoms, how should the patient's suspected varicella infection be managed, and what are the guidelines for antiviral therapy and the management of potential complications in pregnancy?",Children are the only ones that suffer from chicken pox.,"People of all ages can get chicken pox and during pregnancy, the chance is having serious infection from chicken pox is high. It should therefore be managed urgently.",Report to a doctor immediately. Wash hands thoughly and regularly. Self isolate to prevent spreading the infection. Follow the treatment plan.
28 year old woman 16 week pregnant present severe nausea vomit lead weight loss dehydration diagnose hyperemesis gravidarum receive treatment tell villagemate vomit pregnancy normal nothing worry maybe another infection cause loose weight,Hyperemesis gravidarum,"Given her diagnosis, how should the patient's hyperemesis gravidarum be managed, and what steps have been taken to address her symptoms and ensure her well-being according to the guidelines?",Morning sickeness is normal and nothing to worry about.,"Hyperemesis gravidarum is not normal, it is a more severe form of morning sickness an dit should be treated with urgency.",Take antiemetics as prescribed. Take plenty of fluids. Eat dry foods. Brush one hour after evry meal. Get up slowly from the bed. Avoid triggers of nausea. Get enough rest.
29 year old woman 34 week pregnant present painless bright red vaginal bleeding think baby dead bleed midwife suspects placenta previa consider ultrasound imaging management potential complication,Antepartum hemorrhage,"Given her symptoms, how should the patient's suspected placenta previa be evaluated and managed, and what are the guidelines for ultrasound imaging and the management of potential complications?",Dead baby causes bleeding.,Bleeding is not a good sign during pregnancy but it does not necessarily mean that the baby is dead. The baby can be a live and stay alive if the bleeding is managed timely.,Report to the health facility immediately. Do an ultrasound scar. Get enough rest. Take plenty of fluids.
33 year old woman 38 week pregnant present sudden severe abdominal pain contraction culture people live westnile believe woman bleed pregnancy carry cursed child midwife suspects abruptio placentae consider emergency delivery management potential complication,Antepartum hemorrhage,"Based on her symptoms, how should the patient's suspected abruptio placentae be managed, and what are the guidelines for emergency delivery and the management of potential complications?",A lady with a cursed child bleeds during pregnancy.,"Antepartum haemorrhage can happen to any lady either due to trauma or other causes like placenta previa, abruptio placentae and vasa previa.",Do an ultrasound scan. Get plenty of bedrest. Do tests like blood grouping and crossmatching. Take plenty of fluids. Follow the treatment plan.
31 year old woman 26 week pregnant present vaginal bleeding abdominal pain tell bleeding occur baby try loose weight diagnose placental abruption receive treatment,Antepartum hemorrhage,"Given her diagnosis, how should the patient's placental abruption be managed, and what steps have been taken to address her symptoms and ensure her well-being according to the guidelines?",Antepartum haemorrhage occurs because the baby is trying to loose weight.,A baby can only loose weight when the mother is not feeding well. And the bleeding that occurs is not from the baby in-utero.,Do an ultrasound scan. Get plenty of bedrest. Do tests like blood grouping and crossmatching. Take plenty of fluids. Follow the treatment plan.
35 year old woman previously diagnose gestational diabete last pregnancy 16 week pregnant complain frequent urination thirst midwife suspect recurrence gestational diabete consider early screening tell woman diabetes risky baby well,Gestational diabetes,"How should the patient's current symptoms be evaluated, and what steps should be taken for early screening and management?",Women with diabetes are risky the the baby.,"If a woman with diabetes has good control of sugars, the pregnancy survives just perfectly. The goal with gestational diabetes is to achieve a good blood sugar. Poor sugar control can harm the mother and the baby.",Eat a balanced diet. Eat regularly but limit starch intake. Exercise daily. Follow the treatment plan.
28 year old woman 20 week pregnant present paleness fatigue previous lab result show decline trend hemoglobin level read online vegetarian high risk beome anaemic midwife suspects anemia contemplate diagnostic test intervention,Anaemia in pregnancy,"Based on her declining hemoglobin trends, how should the patient's suspected anemia be further evaluated, and what interventions are recommended according to the guidelines?",Vegetarians have a higher risk of anaemia.,"Meat and dairy products are rich in iron but dark leafy vegetables are an excellent source as well. Besides that, nutrient deficiency is not the only cause of anaemia.",Increase nutritional supply of iron. Take iron suplements offered during ANC. Do tests like blood grouping and crossmatching and CBC. Take plenty of fluids. Follow the treatment plan.
30 year old pregnant woman 24 week gestation twin pregnancy report feel faint visual disturbance blood pressure reading elevate village theory one exercise eat healthy get pressure midwife suspect hypertensive disorder consider immediate intervention,Management of hypertensive disorders in pregnancy,"Given her symptoms and twin pregnancy, how should the patient's hypertensive disorder be managed, and what immediate interventions are recommended?",Exercises and a healthy diet are absolute protection from pressure.,"When one does exercises and eats healthy, her risk ofgetting preeclampsia reduce but she can still get it because of the other causative factors of the complication.","Do tests like CBC, Urinalysis, RFTs, LFTs and other tests. Do an ultra sound scan. Take antihypertensives as prescribed."
33 year old woman 12 week pregnant history recurrent miscarriage second trimester present slight spot tell manufacture medicine white black nature midwife concerned risk another miscarriage consider advanced screening management option,Goal-oriented ANC,What advanced screenings and interventions should be considered to manage the patient's current pregnancy effectively?,"Modern medication is for whites, blacks have their own from nature.","Modern medication is manufactured from natural resources. It is refined and tested, it is therefore safe for use for everyone.","Do an ultrasound scan. Get tested against various infections and get treatment. Take a compatibility test with partner. Avoid lifestyle habits like smoking, drug abuse, caffeine and alcohol intake. Do regulary exercises to avoid obesity. Seek for preconception care."
29 year old pregnant woman 32 week gestation present sudden severe abdominal pain vaginal bleeding believe complication first pregnancy rest willl also okay midwife suspect antepartum hemorrhage due possible placental abruption prepare urgent intervention,Antepartum hemorrhage,"Based on her symptoms, how should a possible placental abruption and antepartum hemorrhage be managed, and what immediate steps should be taken?",All pregnancies for a prticular woman are the same.,"Every pregnancy is unique and different from the rest. If a woman had some complications in a first pregnancy, she stands a risk of expriencing them again but she did not, they can come in subsequent pregnancies.","Get plenty of rest. Take plenty of fluids. Do an ultrasound scan. Do tests like CBC, blood grouping and crossmatching. Foloow the treatment plan."
27 year old woman 6 day postpartum present engorged breast fever painful red area one breast midwife suspect mastitis consider antibiotic therapy supportive care mother say go stop breastfeed breast milk watery satisy baby,Mastitis,"Given her postpartum status and symptoms, how should the patient's suspected mastitis be managed, and what are the guidelines for antibiotic therapy and supportive care?",Breast milk is watery and doesnot satisfy the baby.,"Breast milk has all the nutrients that a baby needs and in their right quantities. And with mastitis, it is important to continue breastfeeding.","Harvest the milk by expressing it manually into baby feeding bottles. Use a warm compress and breast feed the child more often. In case of absence of a child, report to the health facility for treatment. Take antibiotics as prescribed."
31 year old pregnant woman 28 week gestation know history hiv aids antiretroviral therapy concerned risk transmission unborn baby postnatal care village hiv death sentence worried baby might die,HIV/AIDS in pregnancy,"Given her HIV/AIDS status and ongoing antiretroviral therapy, what steps should be taken to prevent mother-to-child transmission, and what postnatal care is recommended?",HIV/AIDS is a death sentence.,"In the old days before antretroviral therapy wasintroduced, HIV was deadly but with the medication, a mother can lead a normal life and the baby can survive without getting the virus.",Continue with the medication. Continue attending ANC. Treat any infection immediately. Plan to delivery from a good hospital.
36 year old woman 14 week pregnant present severe vomiting ongoing three week lose weight appear dehydrate tell cause fact baby grow hair midwife concerned hyperemesis gravidarum consider hospitalization,Hyperemesis gravidarum,"Based on her symptoms, how should the patient's suspected hyperemesis gravidarum be managed, and when is hospitalization recommended according to the guidelines?",Hyperemesis graviduram is caused by the fact that a baby is growing hair.,"Hyperemesis graviduram has nothing to do with the baby's hair, it is caused by a rapid increase in hormones that comes with pregnancy.",Get up slowly from the bed. Brush teeth one hour after a meal. Avoid nausea triggers. Eat dry foods. Avoid foods that are too spicy and fatty. Use ginger. Get an antiemetic if it does not subside. Take plenty of fluids.
34 year old woman 38 week pregnant report decrease fetal movement past 24 hour think happen refuse go traditional birth attendant take herb midwife conduct non stress test show concern result midwife suspect fetal distress contemplate immediate delivery,Fetal distress,"Given the decreased fetal movements and non-stress test results, how should the patient's suspected fetal distress be managed, and what are the guidelines for considering immediate delivery?",Refusing to go to the traditional birth attendant and to take herbs causes fetal distress.,Herbs are risky during pregnancy and labour. They can cause precipitate labour and other complications. Amny women loose their lives at the hands of traditional birth attendants espescially if the pregnancy is complicated. Fetal distress has nothing to do with the speculated reasons.,"Do an ultrasound scan. Rescusitate the fetus in-utero by administering IV fluids and oxygen. Continue monitoring the fetal movement. Plan for delivery immediately. If contractions aree not strong enough, then augment the labour."
32 year old woman 40 week pregnant present contraction cervical dilation slow 12 hour 3 cm dilation occur culture prolong labour cause failure chew leave mutuba local name tree midwife suspect prolong labor consider intervention assist progression,Prolonged labor,"Given her slow cervical dilation, how should the patient's suspected prolonged labor be managed, and what interventions are recommended to assist with labor progression?",Chewing 3 leaves of a mutuba tree quickens labour.,"Prolonged labour can be caused by a number of reasons like a mother's poor pysque, cephalopelvic disproportion and other reasons.",Resuscitate the mother with fluids. Augment labour using oxytocin. Monitor fetal wellbeing. Do an ultrsound scan.Give antibiotics as propylaxis. Do pelvictomery to assess the adequacy of the pelvis. 
28 year old woman labor inform baby brow presentation baby brow position deliver first woman village cesearean section delivery consider reproductive failure seek guidance management delivery option available,Brow presentation,"How has the patient's brow presentation been diagnosed and managed, and what options have been discussed for the delivery of her baby?",Cesearean section is a reproductive failure.,"Natural delivery is through the birth canal but if this fails, in order to save the baby and the mother, CS is considered as an option but it doesnot mean that it is a failure.",Do an ultrasound scan. Keep mother calm and open minded. Prepare for newborn resuscitation. Deliver the baby in the best way possible.
30 year old woman labor inform baby transverse lie baby shoulder arm position deliver first seek guidance management delivery option available doesnot want cesearean section feel like full woman,Transverse lie,"How has the patient's transverse lie been diagnosed and managed, and what options have been discussed for the delivery of her baby?",Cesearean section means that one is not woman enough.,Complications with pregnancy can occur to every one but this doesnot make anyone any less of a woman. Womanhood is not measured on the ability to give birth normally.,Do an ultrasound scan. Keep mother calm and explain everything to her. Prepare for newborn resuscitation. Deliver the baby in the best way possible.
27 year old woman labor inform baby shoulder presentation baby shoulder position deliver first seek guidance management delivery option available tell doesnot push baby love,Shoulder presentation,"How has the patient's shoulder presentation been diagnosed and managed, and what options have been discussed for the delivery of her baby?","If a woman doesnot push her baby, then the baby will not love her.",The delivery means of the baby do not determine the bonding ability of a woman with her baby.,Explain the situation to the mother. Do an ultrasound scan if possible. Prepare for newborn rescusitation. Deliver the baby as needed.
29 year old woman labor experience difficulty deliver baby due shoulder dystocia woman believer think god let cut open healthcare team provide assistance help delivery ensure safety mother baby,Shoulder dystocia (stuck shoulders),"How has the patient's shoulder dystocia been diagnosed and managed, and what steps have been taken to assist with the delivery and ensure the safety of both the mother and the baby?",God cannot let a believer be cut open for delivery.,"God works through various ways, normal delivery is not the only way that manifests His love for us, CS is not a curse.",Do an ultrasound scan. Explain to the mother the situation clearly. Prepare for newborn rescusitation. Deliver the baby as required.
28 year old woman labor inform baby compound presentation hand arm position alongside head worried tell baby go move fast seek guidance management delivery option available,Compound presentation,"How has the patient's compound presentation been diagnosed and managed, and what options have been discussed for the delivery of her baby?",Compound presentation makes the baby move out faster.,"Risk factors inlcude polyhydrominous, prematurity and multiple pregnancies. Combound presentation actually may delay the delivery process and it often leads to injury of the extremity.",Avoid manipulation of the extremity. Monitor fetal wellbeing. Practice expectant management if pelvis is adequate. Prepare for newborn presentation.
30 year old woman labor experience prolong labor slow progress cervical dilation descent baby blame co wife tie pregnancy healthcare team provide support consider option safe delivery,Prolonged labor,"How has the patient's prolonged labor been diagnosed and managed, and what steps have been taken to support her and ensure a safe delivery?",Prolonged labour occurs because the pregnancy is tied.,"Prolonged labour can be caused by cephalopelvic disproportion, malposition, malpresentation, weak contractions or cervical dystocia.",Monitor fetal wellbeing. Rescusitate mother with fluids. Do an ultrasound scan. Empty bladder regularly. Augment labour with intravenous oxytocin. 
27 year old woman labor experience prolong active phase slow progress cervical dilation despite regular contraction tell woman suppose use cat fur private part order quicken labour healthcare team provide support consider option safe delivery,Prolonged active phase,"How has the patient's prolonged active phase been diagnosed and managed, and what steps have been taken to support her and ensure a safe delivery?",Cat fur quickens labour.,Cats are associated with didseases like toxoplasmosis which is dangerous for a pregnant woman. Use of cat fur is not scientifically proved and should be avoided.,"If the baby is well positioned, presentation is normal and heart rate is assuring and the pelvis is adequate, then augment labour using intravenous oxytocin."
28 year old woman labor inform umbilical cord prolapse cord descend birth canal ahead baby blame cause raise hand head hang clothese hangline healthcare team provide emergency care ensure safety baby,Cord prolapse,"How has the patient's cord prolapse been diagnosed and managed, and what steps have been taken to ensure the safety of the baby and prevent complications?",Raising hands above the head causes cord prolapse.,"Cord prolapse can occur due to prematurity, malpresentation, contracted pelvis, multiple pregnancy, hydrominous and others. These causes are not connected to raising hands above the head.",Avoid handling the cord. Fill the bladder to reduce baby descent after ensuring that it is empty. Maintain a knee-chest position. Deivery the baby urgently by cesearean section if he or she is alive. Monitor fetal wellbeing.
29 year old woman labor inform baby show sign fetal distress change baby heart rate tell expect baby heartrate go towards delivery baby deliver soon healthcare team provide support consider option safe delivery,Fetal distress,"How has the patient's fetal distress been diagnosed and managed, and what steps have been taken to ensure the well-being of the baby and a safe delivery?",Baby's heartrate becomes unstable towards delivery and the baby is born soon after.,"The baby's heart rate is expected to be within the normal range all throughout labour, when it is high or above, then it should be managed urgently.",Explain and keep the mother calm. Monitor the fetal heart rate. Rescusitate the baby in-utero by administering fluids IV and oxygen using nasal prongs. Deliver the baby as soon as possible.
30 year old woman recently give birth receive postpartum care culture woman feed food blood order replace blood lose healthcare team monitor vital sign assess recovery provide support breastfeed newborn care,Postpartum care,"What postpartum care has been provided to the patient, and how has her recovery and the care of the newborn been managed?",Eating foods that had blood replaces the one lost during delivery.,This is not bad if the food is well cooked but these foods need to be supplemented in order to have a healthy body.,Take a painkiller to relieve pain. Provide a clean and soft area for the woman to rest. Provide some food. Continuosly empty bladder. Ensure skin-to-skin with baby and provide support when breastfeeding. Provide antibiotics if necessary.
30 year old woman recently give birth receive care fourth stage labor first 24 hour postpartum healthcare team monitor vital sign assess recovery provide support breastfeed wa tell baby first give water breastfeed first time,Management of the fourth stage and first 24 hours,"How has the patient's care been managed during the fourth stage of labor and the first 24 hours postpartum, and what steps have been taken to ensure her recovery and support for breastfeeding?",Give water first before breastfeed him of her for the first time.,"Water given before breastfeeding is a false practice, this can lead to infection of the gut. Give the baby only breast milk until after 6 months.",Massage the uterus and remove any retained products. Clean the mother and transfer her to a clean area to rest. Monitor vital signs regularly. Check that the mother is not bleeding. Provide some food for the mother.
28 year old pregnant woman prolong labor receive treatment augment labor help delivery baby grandmother tell one eat spicy food irritate stomach labour start healthcare team follow guideline ensure safe induction process,Induction and augmentation of labor,"How has the patient's augmentation of labor been managed, and what steps have been taken to ensure a safe and effective induction process?",Eating very spicy foods causes labour to start.,"This is not scientifically proved. Labour should be able to start and progress normally, if it fails, medication can be used to aid the progress.",Cannulate mother to establish IV access. Administer oxytocin via IV fluids but not more than 60IU. Monitor fetal wellbeing. Insert catheterfor continuous bladder drainage. Put mother in a comfortable position. Monitor progress of labor.
27 year old woman post term receive oxytocin induce labor assist delivery baby tell baby small labor hurry healthcare team monitor contraction baby heart rate ensure safe delivery,Induction of labor using oxytocin,"How has the patient's induction of labor using oxytocin been managed, and what steps have been taken to monitor her contractions and the baby's heart rate?","When the baby is small, labor hurries.","The size of the baby is not the only determinant of a good labour progress. There are other factors that can delay labour progress like weak contractions, malposition and cervical dystocia.",Cannulate mother to establish IV access. Administer oxytocin via IV fluids but not more than 60IU. Monitor fetal wellbeing. Insert catheterfor continuous bladder drainage. Put mother in a comfortable position. Monitor progress of labor.
26 year old pregnant woman inform baby breech presentation seek guidance management delivery healthcare team consider option safe breech delivery read online breech deliver cesearean section,Breech delivery,"How has the patient's breech presentation been managed, and what options have been considered for a safe breech delivery?",Breech can only be delivered by cesaerean section.,"If there is no contraindication to vaginal delivery, then breech can be delivered vaginally.",Do an ultrasound scan. Perform pelvictometry to ensure that the pelvis is adequate. Monitor fetal wellbeing. Prepare for newborn rescusitation. Perform episiotomy and carry out procedures to delivery the baby.
29 year old woman labor inform baby face presentation baby face position deliver first seek guidance management delivery option available tell baby come vaginally backof head come first,Face presentation,"How has the patient's face presentation been diagnosed and managed, and what options have been discussed for the delivery of her baby?",A baby can only come out vaginally when the back of the head is coming out first.,"As long as there is no contraindication to vaginal delivery, a baby can out vaginally, though it is easiest when then baby is well positioned.",Do an ultrasound scan. Do pelvictometry to assess the adequacy of the pelvis. Monitor fetal wellbeing. Prepare for newborn rescusitation.
31 year old pregnant woman experience sudden gush fluid vagina due date diagnose pre labor rupture membrane receive treatment manage risk infection ensure well baby tell happen much fluid womb excess move,Pre-labor rupture of membranes (PROM),"How has the patient's pre-labor rupture of membranes been diagnosed and managed, and what steps have been taken to prevent infection and ensure the well-being of her baby?",Pre-labor rupture of membranes is caused by polyhydrominous.,"Pre-labor rupture of membranes is caused by infections, previous preterm birth, cigarette smoking during pregnancy and others.","Do an ultrasound scan. Get plenty of bedrest. Do tests like CBC, urinalysis and others. Treat any infection. Monitor fetal wellbeing. Rescucitate with fluids. Take antibiotics as prescribed. Assess for risk of delivery of the baby of the leaking doesnot stop."
28 year old pregnant woman inform carry twin say mature midwife deliver baby young one experience enough seek guidance management pregnancy delivery baby,Multiple pregnancies,"How has the patient's multiple pregnancy been diagnosed and managed, and what steps have been taken to ensure the well-being of both the mother and the babies?",Young midwives cannot deliver twins.,"Age doesnot determine knowledge in delivery of the baby. Delivery of a twin pregnancy does not differ from  delivery of a singleton, the only difference is the number of children.",Do an ultrasound scan. Assess for adequacy of the pelvis. Monitor fetal wellbeing. Give timely episiotomy if maybe required. Prepare to receive the babies. Have standby assisstants. 
26 year old woman labor experience contraction cervical dilation receive care support first stage labor ensure safe delivery tell garlic quicken labour process,Management of the first stage of labor,"How has the patient's first stage of labor been managed, and what steps have been taken to ensure her comfort and safety during contractions and cervical dilation?",Garlic quickens labour.,This is not scirntifically proved and use of herbs during labor can cause prescipitate labor.,Monitor labor on a partogram. Prepare everything to be needed for delivery. Do ultrasound scan to guide delivery. Take sweetened tea. Eat soft foods continuosly empty bladder. Ambulate to aid in descent.
27 year old woman labor push work healthcare team deliver baby receive support second stage labor ensure safe healthy birth tell villagemate labour first less painful mother use,Second stage of labor,"How has the patient's second stage of labor been managed, and what support has been provided to assist with the delivery of her baby?",Labour of children after the first is less painful.,"All pregnancies are unique and there is no such thing as being experienced when it comes to the pain although of course, labour is more scary to a first time mother.",Talk to mother and prepare her for labour. Teach her the proper pushing technique. Rescusitate mother with fluids. Support perineum while conducting delivery of the baby. Give a timely episiotomy if required. Prepare to receive the baby.
29 year old woman deliver baby receive care third stage labor ensure safe delivery placenta prevent complication culture placenta sacred handle anyone handle carelessly baby die,Third stage of labor,"How has the patient's third stage of labor been managed, and what steps have been taken to ensure the safe delivery of the placenta and prevent complications?","If placenta is handled carelessly, the baby dies.",The baby's life is not dependent on the placenta after delivery but rather on the care and attention rendered to him or her.,Massage uterus to ensure that there is no undiagonized twin. Administer oxytocin intramuscularly. Deliver cord by controlled cord traction. Check cord for completeness and any abnormalities. Expell any retained products and clean the mother.
26 year old pregnant woman experience persistent nausea vomiting lead dehydration weight loss tell mother twin pregnancy get condition diagnose hyperemesis gravidarum receive treatment manage symptom ensure well,Hyperemesis gravidarum,"How has the patient's hyperemesis gravidarum been diagnosed and managed, and what steps have been taken to address her symptoms and ensure her well-being?",Only women with twin pregnancies get hyperemesis gravidarum.,Any woman who is pregnant can get hyperemesis gravidarum.,Get up slowly from the bed. Brush teeth one hour after a meal. Avoid nausea triggers. Eat dry foods. Avoid foods that are too spicy and fatty. Use ginger. Get an antiemetic if it does not subside. Take plenty of fluids.
30 year old pregnant woman experience sudden loss fetal movement devastate learn baby die womb say baby die womb become cursed diagnose intrauterine fetal death receive support guidance management loss,Intrauterine fetal death,"How has the patient's intrauterine fetal death been diagnosed and managed, and what support and guidance have been provided to help her cope with her loss?",A baby dying from the womb gets it cursed.,"When a baby dies in-utero, the woman is capable of becoming pregnant again.",Do tests like CBC and urinalysis. Treat any infection. Do an ultrasound scan. Terminate pregnancy immediately. Take plenty of fluids. Take antibiotics as prescribed.
28 year old pregnant woman inform baby breech presentation foot buttock position deliver first tell traditional birth attendant delivery breech without cut open seek guidance management delivery option available,Breech presentation,"How has the patient's breech presentation been diagnosed and managed, and what options have been discussed for the delivery of her baby?",Only traditional birth atendants can delivery a breech without operative procedure.,"Many mothers have lost their lives at the hands of traditional birth attendants. If there is no contraindication to vaginal delivery, a breech can be safely delivered in the hospital.",Do an ultrasound scan. Administer fluids to the mother. Monitor fetal wellbeing. Do pelvictometry to assess that the pelvs is adequate. Prepare for newborn rescsitation.
27 year old pregnant woman experience increase thirst frequent urination fatigue tell gestational diabete affect overweight people sweet strictly avoid diagnose gestational diabete receive treatment manage blood sugar level ensure healthy pregnancy,Gestational diabetes,"How has the patient's gestational diabetes been diagnosed and managed, and what steps have been taken to control her blood sugar levels and ensure a healthy pregnancy?",Gestational diabetes only affects overweight people and the person has to avoid sweets strictly.,People with extra weight are at a higher risk of getting gestational diabetes but even people with a low or normal weight can suffer the complication. Sweets restriction is not necessary as long as blood sugar control is done diligently.,Take a random blood sugar test. Take weight and height measurement. Eat a balanced diet. Eat every after 2 hours. Do exercises daily. Follow the treatment plan.
29 year old pregnant woman experience regular contraction sign labor due date diagnose preterm labor receive treatment delay birth ensure health baby lady believe way nature say whatever mean happen happen,Preterm (premature) labor,"How has the patient's preterm labor been diagnosed and managed, and what steps have been taken to delay the birth and ensure the well-being of her baby?","Whatever is meant to happen will happen, nature determines.",Preterm labor is not natural and should be prevented. Preterm labor can be caused by infections or trauma.,Get plenty of rest. Do an ultrasound scan. Take plenty of fluids. Do tests like CBC and urinalysis and treat any infection. Follow the treatment plan.
pregnant woman complication refer high level health facility specialized care woman blame health care say fail healthcare team follow guideline ensure safety referral transport,Referral,"How has the referral of the pregnant woman with complications been managed, and what steps have been taken to ensure her safety during referral and transport?",Referral indicates failure of the health care system.,"If referral is done timely, it is the best decision to same a woman's life and that of the baby because not all facilities offer the same services.",Ensure continuous rescusitation of the mother witj fluids and oxygen. Insert catheter for continuous bladder drainage. Give detailed records in the patient's file. Monitor fetal wellbeing continuosly. Assure mother that everything is going to be done to make her well.
health facility experience shortage essential supply maternal newborn care healthcare team seek support resource ensure provision quality care patient stuff say hospital survive donor,Health supplies,"How has the health facility addressed the shortage of essential supplies for maternal and newborn care, and what steps have been taken to ensure the provision of quality care to patients?",A hospital can only survive on donors.,A hospital can very survive without aid from donors as long as it us run by a good management.,Improve management. Continuous take of stalk should be done. Records should be kept very well. Order for more material shpould be done timely.
33 year old pregnant woman experience fatigue weakness shortness breath tell anaemia progress leukemia diagnose anemia pregnancy receive treatment manage condition ensure well,Anaemia in pregnancy,"How has the patient's anemia in pregnancy been diagnosed and managed, and what steps have been taken to address her symptoms and ensure her well-being?",Anaemia can progress into leukemia.,"Anaemia cannot directly progress into leukeima but anaemia can result from leukemia. In the case of leukemia, the red blood cells are faulty while in anaemia, the red blood cell count can be low but cells not faulty.","Do tests like CBC, blood grouping and crossmatching. Take plenty of fluids. Increase nutritional intake of iron, take iron suplements given during ANC. Follow the treatment plan."
27 year old pregnant woman experience fever chill body ache diagnose malaria pregnancy receive treatment manage infection ensure health baby believe malaria deadly disease heal time,Management of malaria in pregnancy,"How has the patient's malaria in pregnancy been diagnosed and managed, and what steps have been taken to ensure the well-being of both the mother and the baby?",Malaria is not a deadly disease.,"Malaria has claimed a number of lives and during pregnancy, the risk is heightened, it should therefore be treated with urgency.","Do tests like blood smear test, CBC, blood grouping and crossmatching. Take plenty of fluids. Get medication from a recognized facility and adhere to the treatment. Eat plenty of fluits. Eat a balanced diet. Adopt measures to fight against malaria."
29 year old pregnant woman experience severe headache blur vision swell hand face think high blood pressure mean one much blood diagnose hypertensive disorder pregnancy receive treatment manage condition prevent complication,Management of hypertensive disorders in pregnancy,"How has the patient's hypertensive disorders in pregnancy been diagnosed and managed, and what steps have been taken to prevent complications and ensure her well-being?",High blood pressure means one has too much blood.,"High blood pressure doesnot mean that the blood is too much because there are various causes. It can be caused by narrowing od blood vessels, trophoblastic invasion, genetic predisposition and others.","Do tests like CBC, urinalysis, RFTs, LFTs and others. Do an ultrasound scan. Take anticonvulsants and antihypertensives as prescribed. Follow the treatment plan."
32 year old woman recently give birth test positive covid 19 experience mild symptom receive postpartum care seek guidance management recovery care newborn tell vaccine cause infertility,Postpartum care in COVID-19 mothers,"How has the patient's COVID-19 been managed during the postpartum period, and what steps have been taken to ensure her well-being and the health of her newborn?",COVID-19 vaccine causes infertility.,COVID-19 vaccine is not scientifically proved to have any connection with fertility. Fertility can be caused by a number of reasons like hormonal imbalance and abmormalties on the uterus.,Isolate from others to avoid spreading the disease. Take plenty of fluids. Take immune boosters like vitamin suplements. Eat more fruits. Wash hands regularly.
newborn baby receive immediate care within first 60 minute life include assessment dry warming initiation breastfeed healthcare team follow guideline ensure baby well accord culture mother insist baby give herb open gastrointestinal tract,Immediate Care in the first 60 minutes,"What immediate care has been provided to the newborn within the first 60 minutes of life, and how has the healthcare team followed guidelines to ensure the baby's well-being?",A baby must be given herbs to open the gastrointestinal tract.,"Herbs are usually not kept aseptically and anything other than breastmilk should not be given to the baby orally, this an increase the risk of enterocolotis. ","Clean, dry and keep the baby warm. Initiate breast feeding. Monitor vital signs. Maintain skin-to-skin with the mother. Weigh the baby and take the length. Cut cord and make sure it is not bleeding. Administer the routine medication."
newborn baby identify danger sign include difficulty breathe poor feed mother put charm around baby waist protect illness healthcare team provide care address baby need ensure well,Care provided for a Newborn identified with danger signs,"How has the newborn been assessed and diagnosed with danger signs, and what care has been provided to address their needs and ensure their well-being?",Charms given to the baby after delivery protect him or her from illnesses.,"Good care, adequate attention to details are good enough to watch out for danger signs and manage them timely.",Monitor the baby's vital signs. Watch for the baby's cry. Keep baby dry and warm. Breastfeed the baby regularly. Check if the baby has passed urine and stool.
newborn baby sign severe illness refer high level health facility specialized care mother fear baby always complication healthcare team follow guideline ensure baby safety referral transport,Referral of a sick Newborn,"How has the referral of the sick newborn been managed, and what steps have been taken to ensure the baby's safety during referral and transport?",The baby will always have complications.,"If the baby is treated adequately, he or she can grow up normally and may not have any complications.",Identify the baby and put down the details on an identification card. Always keep the baby dry and warm. Feed the baby regularly. Administer medication timely. Encourage kangaroo care. 
community actively participate reproductive health program improve maternal newborn health community member engage education advocacy support activity promote healthy practice community member think wastage time go hospital sick,Community participation in reproductive health programs,"How has the community been engaged and involved in reproductive health programs, and what activities have been implemented to promote maternal and newborn health?",Going to the hospital when not sick is a wastage of time.,It is important to have regulary hospital visits for screening and a healthy check. This helps to foresee and manage risks of diseases before one is sick. ,Encouraging evrone to participate in the identification of community health problems. Encouraging collective participation in identifying and implementing solutions to those problems. Teaching the community about the available government health programs.
29 year old breastfeed mother experience breast pain swell redness flu like symptom grandmother tell baby gain weight exclusively breastfe feed infant formular stop breastfeed diagnose mastitis receive treatment manage infection ensure well,Mastitis,"How has the patient's mastitis been diagnosed and managed, and what steps have been taken to address her symptoms and ensure her well-being?",Babies gain weight faster when not breastfed exclusively but also fed on infant formulars and others.,"A baby is supposed to be breastfed exclusively for atleast 6 months and then weaned after but breastfeeding should continue up to atleast 2 years. And with mastitis, it is important to continue breastfeeding to prevent engorgement.",Do tests like CBC and other specific senstive tests. Take antibiotics as expected. Continue breastfeeding.
27 year old breastfeed mother experience severe breast pain swelling sign infection think stone enter breast diagnose breast abscess receive treatment drain abscess manage infection,Breast abscess,"How has the patient's breast abscess been diagnosed and managed, and what steps have been taken to address the infection and ensure her well-being?",A stone entered the breast and caused an abscess.,Breast abscess usually follows after mastitis and is caused by a bacterial infection.,Use a warm compress. Get a support bra to hold the breast in one place. Continue breast feeding. Follow the treatment plan. Take antibiotics as prescribed.
